2020-04-11T09:18:51,750094,17308
2020-04-11T09:18:53,750094,17308
2020-04-11T09:18:56,750094,17308
2020-04-11T09:18:58,750094,17309
2020-04-11T09:19:00,750500,17309
2020-04-11T09:19:02,750500,17309
2020-04-11T09:19:04,750500,17309
2020-04-11T09:19:06,750500,17310
2020-04-11T09:19:09,750501,17310
2020-04-11T09:19:11,750501,17310
2020-04-11T09:19:14,750501,17310
2020-04-11T09:19:16,750500,17310
2020-04-11T09:19:18,750500,17310
2020-04-11T09:19:21,750675,17310
2020-04-11T09:19:23,750500,17311
2020-04-11T09:19:25,750500,17311
2020-04-11T09:19:27,750500,17319
2020-04-11T09:19:30,750500,17319
2020-04-11T09:19:32,750500,17319
2020-04-11T09:19:35,750500,17319
2020-04-11T09:19:37,750069,17319
2020-04-11T09:19:39,750069,17319
2020-04-11T09:19:41,750069,17309
2020-04-11T09:19:43,750069,17309
2020-04-11T09:19:46,750069,17309
2020-04-11T09:19:48,750610,17309
2020-04-11T09:19:50,750610,17309
2020-04-11T09:19:52,750610,17305
2020-04-11T09:19:55,750610,17305
2020-04-11T09:19:58,750610,17305
2020-04-11T09:19:59,750610,17305
2020-04-11T09:20:01,750000,17306
2020-04-11T09:20:04,750000,17321
2020-04-11T09:20:07,750000,17321
2020-04-11T09:20:08,750240,17321
2020-04-11T09:20:10,750240,17321
2020-04-11T09:20:13,750240,17323
2020-04-11T09:20:15,750240,17323
2020-04-11T09:20:17,750240,17323
2020-04-11T09:20:20,750240,17323
2020-04-11T09:20:22,750240,17307
2020-04-11T09:20:24,750001,17307
2020-04-11T09:20:26,750001,17307
2020-04-11T09:20:29,750082,17307
2020-04-11T09:20:31,750088,17307
2020-04-11T09:20:34,750088,17312
2020-04-11T09:20:35,750088,17312
2020-04-11T09:20:39,750088,17312
2020-04-11T09:20:41,750088,17312
2020-04-11T09:20:43,750088,17312
2020-04-11T09:20:46,750678,17313
2020-04-11T09:20:48,750678,17313
2020-04-11T09:20:50,750678,17313
2020-04-11T09:20:53,750678,17313
2020-04-11T09:20:55,750678,17313
2020-04-11T09:20:56,750678,17311
2020-04-11T09:21:00,750678,17311
2020-04-11T09:21:02,750678,17314
2020-04-11T09:21:04,750678,17314
2020-04-11T09:21:06,750678,17314
2020-04-11T09:21:08,750678,17314
2020-04-11T09:21:11,750678,17314
2020-04-11T09:21:13,750678,17314
2020-04-11T09:21:15,750603,17314
2020-04-11T09:21:17,750603,17315
2020-04-11T09:21:19,750603,17315
2020-04-11T09:21:22,750151,17315
2020-04-11T09:21:25,750151,17315
2020-04-11T09:21:27,750151,17310
2020-04-11T09:21:29,750151,17310
2020-04-11T09:21:32,750151,17317
2020-04-11T09:21:34,750151,17317
2020-04-11T09:21:36,750151,17317
2020-04-11T09:21:38,750151,17317
2020-04-11T09:21:40,750151,17317
2020-04-11T09:21:43,750067,17317
2020-04-11T09:21:45,750067,17317
2020-04-11T09:21:47,750067,17308
2020-04-11T09:21:49,750067,17308
2020-04-11T09:21:51,750067,17308
2020-04-11T09:21:54,750067,17308
2020-04-11T09:21:56,750067,17308
2020-04-11T09:21:59,750067,17308
2020-04-11T09:22:01,750067,17308
2020-04-11T09:22:04,750067,17308
2020-04-11T09:22:06,750067,17308
2020-04-11T09:22:08,750151,17308
