2020-04-11T10:03:53,748004,17272,0,0
2020-04-11T10:03:55,748004,17272,0,0
2020-04-11T10:03:58,748004,17272,0,0
2020-04-11T10:04:00,748004,17272,0,0
2020-04-11T10:04:04,748032,17272,28,0
2020-04-11T10:04:06,748032,17272,0,0
2020-04-11T10:04:08,748032,17272,0,0
2020-04-11T10:04:11,748032,17272,0,0
2020-04-11T10:04:14,748032,17272,0,0
2020-04-11T10:04:16,748032,17272,0,0
2020-04-11T10:04:19,748032,17272,0,0
2020-04-11T10:04:21,748032,17272,0,0
2020-04-11T10:04:23,748004,17272,-28,0
2020-04-11T10:04:26,748032,17272,28,0
2020-04-11T10:04:28,748032,17272,0,0
2020-04-11T10:04:31,748032,17272,0,0
2020-04-11T10:04:32,748032,17273,0,50
2020-04-11T10:04:35,748032,17273,0,0
2020-04-11T10:04:37,748032,17273,0,0
2020-04-11T10:04:40,748032,17273,0,0
2020-04-11T10:04:42,748032,17272,0,-50
2020-04-11T10:04:45,748032,17272,0,0
2020-04-11T10:04:47,748032,17272,0,0
2020-04-11T10:04:49,748002,17272,-30,0
2020-04-11T10:04:51,748002,17272,0,0
2020-04-11T10:04:54,748002,17272,0,0
2020-04-11T10:04:56,748002,17272,0,0
2020-04-11T10:04:58,748002,17272,0,0
2020-04-11T10:05:01,748002,17272,0,0
2020-04-11T10:05:03,748005,17273,3,50
2020-04-11T10:05:05,748005,17273,0,0
2020-04-11T10:05:08,748005,17273,0,0
2020-04-11T10:05:11,748005,17273,0,0
2020-04-11T10:05:14,748255,17273,250,0
2020-04-11T10:05:16,748255,17273,0,0
2020-04-11T10:05:17,748255,17273,0,0
2020-04-11T10:05:20,748255,17273,0,0
2020-04-11T10:05:22,748255,17273,0,0
2020-04-11T10:05:25,748255,17273,0,0
2020-04-11T10:05:27,748255,17273,0,0
2020-04-11T10:05:29,748255,17273,0,0
2020-04-11T10:05:32,748255,17273,0,0
2020-04-11T10:05:35,748255,17273,0,0
2020-04-11T10:05:36,748255,17273,0,0
2020-04-11T10:05:39,748255,17273,0,0
2020-04-11T10:05:42,748255,17273,0,0
2020-04-11T10:05:43,748255,17273,0,0
2020-04-11T10:05:46,748255,17273,0,0
2020-04-11T10:05:49,748255,17273,0,0
