2020-04-11T11:58:44,750557,17369,0,0
2020-04-11T11:58:45,750557,17369,0,0
2020-04-11T11:58:47,750557,17369,0,0
2020-04-11T11:58:51,750557,17369,0,0
2020-04-11T11:58:53,750557,17369,0,0
2020-04-11T11:58:55,750558,17369,1,0
2020-04-11T11:58:57,750558,17369,0,0
2020-04-11T11:59:00,750558,17369,0,0
2020-04-11T11:59:02,750558,17369,0,0
2020-04-11T11:59:04,750558,17369,0,0
2020-04-11T11:59:07,750558,17369,0,0
2020-04-11T11:59:09,750558,17369,0,0
2020-04-11T11:59:12,750558,17369,0,0
2020-04-11T11:59:14,750558,17369,0,0
2020-04-11T11:59:16,750558,17365,0,-200
2020-04-11T11:59:19,750557,17365,-1,0
2020-04-11T11:59:22,750557,17365,0,0
2020-04-11T11:59:24,750557,17365,0,0
2020-04-11T11:59:26,750557,17365,0,0
2020-04-11T11:59:29,750557,17365,0,0
2020-04-11T11:59:31,750557,17365,0,0
2020-04-11T11:59:34,750557,17361,0,-200
2020-04-11T11:59:36,750557,17361,0,0
2020-04-11T11:59:38,750558,17361,1,0
2020-04-11T11:59:41,750558,17361,0,0
2020-04-11T11:59:44,750558,17361,0,0
2020-04-11T11:59:46,750558,17361,0,0
2020-04-11T11:59:48,750558,17361,0,0
2020-04-11T11:59:51,750558,17361,0,0
2020-04-11T11:59:53,750377,17361,-181,0
2020-04-11T11:59:55,750377,17361,0,0
2020-04-11T11:59:58,750377,17361,0,0
2020-04-11T12:00:01,750377,17362,0,50
2020-04-11T12:00:03,750377,17362,0,0
2020-04-11T12:00:06,750377,17362,0,0
2020-04-11T12:00:08,750377,17362,0,0
2020-04-11T12:00:11,750377,17363,0,50
2020-04-11T12:00:12,750377,17363,0,0
2020-04-11T12:00:15,750357,17363,-20,0
2020-04-11T12:00:17,750357,17363,0,0
2020-04-11T12:00:20,750357,17365,0,100
2020-04-11T12:00:22,750357,17365,0,0
2020-04-11T12:00:25,750357,17365,0,0
2020-04-11T12:00:27,750823,17365,466,0
2020-04-11T12:00:29,750823,17369,0,200
2020-04-11T12:00:32,750900,17369,77,0
2020-04-11T12:00:34,750900,17369,0,0
2020-04-11T12:00:37,750993,17369,93,0
2020-04-11T12:00:39,751147,17369,154,0
2020-04-11T12:00:41,750940,17369,-207,0
2020-04-11T12:00:44,750940,17369,0,0
2020-04-11T12:00:45,750940,17369,0,0
2020-04-11T12:00:48,750940,17369,0,0
2020-04-11T12:00:51,750940,17369,0,0
2020-04-11T12:00:53,750940,17369,0,0
2020-04-11T12:00:55,750940,17369,0,0
2020-04-11T12:00:58,750940,17369,0,0
2020-04-11T12:01:00,750940,17369,0,0
2020-04-11T12:01:02,750940,17372,0,150
2020-04-11T12:01:05,751147,17372,207,0
2020-04-11T12:01:08,751147,17372,0,0
2020-04-11T12:01:10,750940,17372,-207,0
2020-04-11T12:01:12,750940,17372,0,0
2020-04-11T12:01:14,750940,17371,0,-50
2020-04-11T12:01:17,750940,17371,0,0
2020-04-11T12:01:20,750940,17371,0,0
2020-04-11T12:01:22,750753,17371,-187,0
2020-04-11T12:01:24,750934,17371,181,0
2020-04-11T12:01:27,750934,17371,0,0
2020-04-11T12:01:30,750500,17371,-434,0
2020-04-11T12:01:31,750500,17371,0,0
2020-04-11T12:01:34,750934,17371,434,0
2020-04-11T12:01:37,750507,17371,-427,0
2020-04-11T12:01:39,750507,17371,0,0
2020-04-11T12:01:41,750507,17371,0,0
2020-04-11T12:01:44,750507,17369,0,-100
2020-04-11T12:01:48,750608,17369,101,0
2020-04-11T12:01:49,750608,17369,0,0
2020-04-11T12:01:52,750608,17369,0,0
2020-04-11T12:01:55,750608,17369,0,0
2020-04-11T12:01:58,750940,17369,332,0
2020-04-11T12:02:00,750940,17369,0,0
2020-04-11T12:02:04,750940,17369,0,0
2020-04-11T12:02:05,750940,17372,0,150
2020-04-11T12:02:08,750940,17372,0,0
2020-04-11T12:02:10,750940,17372,0,0
2020-04-11T12:02:13,750940,17372,0,0
2020-04-11T12:02:16,750940,17372,0,0
2020-04-11T12:02:17,750940,17372,0,0
2020-04-11T12:02:20,750940,17372,0,0
2020-04-11T12:02:22,750940,17372,0,0
2020-04-11T12:02:25,750940,17372,0,0
2020-04-11T12:02:27,750940,17372,0,0
2020-04-11T12:02:29,750940,17372,0,0
2020-04-11T12:02:31,750940,17372,0,0
2020-04-11T12:02:34,750940,17372,0,0
2020-04-11T12:02:36,750940,17372,0,0
2020-04-11T12:02:38,750940,17372,0,0
2020-04-11T12:02:40,750941,17372,1,0
2020-04-11T12:02:43,750941,17372,0,0
2020-04-11T12:02:45,750941,17372,0,0
2020-04-11T12:02:47,750941,17372,0,0
2020-04-11T12:02:50,750941,17372,0,0
2020-04-11T12:02:52,750941,17372,0,0
2020-04-11T12:02:55,750941,17372,0,0
2020-04-11T12:02:57,750941,17372,0,0
2020-04-11T12:02:59,750941,17372,0,0
2020-04-11T12:03:02,750940,17372,-1,0
2020-04-11T12:03:05,750940,17372,0,0
2020-04-11T12:03:07,750940,17372,0,0
2020-04-11T12:03:09,750940,17372,0,0
2020-04-11T12:03:11,750940,17372,0,0
2020-04-11T12:03:14,750940,17372,0,0
2020-04-11T12:03:16,750940,17372,0,0
2020-04-11T12:03:19,750940,17372,0,0
2020-04-11T12:03:21,750940,17369,0,-150
2020-04-11T12:03:24,750940,17369,0,0
2020-04-11T12:03:26,750940,17369,0,0
2020-04-11T12:03:28,750940,17369,0,0
2020-04-11T12:03:31,750940,17372,0,150
2020-04-11T12:03:33,751045,17372,105,0
2020-04-11T12:03:35,751045,17372,0,0
2020-04-11T12:03:38,751064,17372,19,0
2020-04-11T12:03:40,751064,17372,0,0
2020-04-11T12:03:42,751064,17372,0,0
2020-04-11T12:03:45,751064,17372,0,0
2020-04-11T12:03:47,751064,17372,0,0
2020-04-11T12:03:50,751064,17372,0,0
2020-04-11T12:03:52,751064,17372,0,0
2020-04-11T12:03:55,751064,17372,0,0
